*s jakou četností se liší slova s rozdílem jednoho písmena
*tabulka četností sestupně 
*typ vztahu	četnost v procentech
*tato dvojice slov není nijak příbuzná	85.3809462421039
*rodičem v tomto vztahu je slovo obsahující zdvojené písmeno	8.792058785612996
*rodičem v tomto vztahu je slovo bez zdvojeného písmene	5.788320226891839
*tato dvojice slov je příbuzná, ale ne napřímo	0.03867474539125951
*
*tato dvojice slov není nijak příbuzná
*chybí hrana	slovo	slovo
chybí hrana	rappovatelný	rapovatelný
chybí hrana	rappovatelně	rapovatelně
chybí hrana	rappovost	rapovost
chybí hrana	rappování	rapování
chybí hrana	rappovávací	rapovávací
chybí hrana	rappovávající	rapovávající
chybí hrana	rappovávanost	rapovávanost
chybí hrana	rappovávaný	rapovávaný
chybí hrana	rappovávaně	rapovávaně
chybí hrana	rappovávat	rapovávat
chybí hrana	rappovávatelnost	rapovávatelnost
chybí hrana	rappovávatelný	rapovávatelný
chybí hrana	rappovávatelně	rapovávatelně
chybí hrana	rappovávání	rapovávání
chybí hrana	rappový	rapový
chybí hrana	rappově	rapově
chybí hrana	rappující	rapující
chybí hrana	ravennskost	ravenskost
chybí hrana	ravennsky	ravensky
chybí hrana	ravennský	ravenský
chybí hrana	recess	reces
chybí hrana	reemise	remise
chybí hrana	reemitovací	remitovací
chybí hrana	reemitovanost	remitovanost
chybí hrana	reemitovaný	remitovaný
chybí hrana	reemitovaně	remitovaně
chybí hrana	reemitovat	remitovat
chybí hrana	reemitovatelnost	remitovatelnost
chybí hrana	reemitovatelný	remitovatelný
chybí hrana	reemitovatelně	remitovatelně
chybí hrana	reemitování	remitování
chybí hrana	reemitovávací	remitovávací
chybí hrana	reemitovávající	remitovávající
chybí hrana	reemitovávanost	remitovávanost
chybí hrana	reemitovávaný	remitovávaný
chybí hrana	reemitovávaně	remitovávaně
chybí hrana	reemitovávat	remitovávat
chybí hrana	reemitovávatelnost	remitovávatelnost
chybí hrana	reemitovávatelný	remitovávatelný
chybí hrana	reemitovávatelně	remitovávatelně
chybí hrana	reemitovávání	remitovávání
chybí hrana	reemitující	remitující
chybí hrana	reziduující	rezidující
chybí hrana	rickettsióza	ricketsióza
chybí hrana	rotta	rota
chybí hrana	rozzměnit	rozměnit
chybí hrana	rozzměnitelnost	rozměnitelnost
chybí hrana	rozzměnitelný	rozměnitelný
chybí hrana	rozzměnitelně	rozměnitelně
chybí hrana	rozzměnivší	rozměnivší
chybí hrana	rozzměněnost	rozměněnost
chybí hrana	rozzměnění	rozměnění
chybí hrana	rozzměněný	rozměněný
chybí hrana	rozzměněně	rozměněně
chybí hrana	rozzrušovací	rozrušovací
chybí hrana	rozzrušovanost	rozrušovanost
chybí hrana	rozzrušovaný	rozrušovaný
chybí hrana	rozzrušovaně	rozrušovaně
chybí hrana	rozzrušovat	rozrušovat
chybí hrana	rozzrušovatelnost	rozrušovatelnost
chybí hrana	rozzrušovatelný	rozrušovatelný
chybí hrana	rozzrušovatelně	rozrušovatelně
chybí hrana	rozzrušování	rozrušování
chybí hrana	rozzrušovávací	rozrušovávací
chybí hrana	rozzrušovávající	rozrušovávající
chybí hrana	rozzrušovávanost	rozrušovávanost
chybí hrana	rozzrušovávaný	rozrušovávaný
chybí hrana	rozzrušovávaně	rozrušovávaně
chybí hrana	rozzrušovávat	rozrušovávat
chybí hrana	rozzrušovávatelnost	rozrušovávatelnost
chybí hrana	rozzrušovávatelný	rozrušovávatelný
chybí hrana	rozzrušovávatelně	rozrušovávatelně
chybí hrana	rozzrušovávání	rozrušovávání
chybí hrana	rozzvracenost	rozvracenost
chybí hrana	rozzvracení	rozvracení
chybí hrana	rozzvracený	rozvracený
chybí hrana	rozzvraceně	rozvraceně
chybí hrana	rozzvracet	rozvracet
chybí hrana	rozzvracitelnost	rozvracitelnost
chybí hrana	rozzvracitelný	rozvracitelný
chybí hrana	rozzvracitelně	rozvracitelně
chybí hrana	rulla	rula
chybí hrana	rychloobrátkovost	rychlobrátkovost
chybí hrana	rychloobrátkový	rychlobrátkový
chybí hrana	rychloobrátkově	rychlobrátkově
chybí hrana	samiččí	samičí
chybí hrana	samooplození	samoplození
chybí hrana	scannovací	scanovací
chybí hrana	scannovanost	scanovanost
chybí hrana	scannovaný	scanovaný
chybí hrana	scannovatelnost	scanovatelnost
chybí hrana	scannování	scanování
chybí hrana	scannovávanost	scanovávanost
chybí hrana	scrollovávanost	scrolovávanost
chybí hrana	scrollovávatelnost	scrolovávatelnost
chybí hrana	sennovost	senovost
chybí hrana	sennový	senový
chybí hrana	skannovací	skanovací
chybí hrana	skannovanost	skanovanost
chybí hrana	skannovaný	skanovaný
chybí hrana	skannovaně	skanovaně
chybí hrana	skannovat	skanovat
chybí hrana	skannovatelnost	skanovatelnost
chybí hrana	skannovatelný	skanovatelný
chybí hrana	skannovatelně	skanovatelně
chybí hrana	skannování	skanování
chybí hrana	skannovávací	skanovávací
chybí hrana	skannovávající	skanovávající
chybí hrana	skannovávanost	skanovávanost
chybí hrana	skannovávaný	skanovávaný
chybí hrana	skannovávaně	skanovávaně
chybí hrana	skannovávat	skanovávat
chybí hrana	skannovávatelnost	skanovávatelnost
chybí hrana	skannovávatelný	skanovávatelný
chybí hrana	skannovávatelně	skanovávatelně
chybí hrana	skannovávání	skanovávání
chybí hrana	skannující	skanující
chybí hrana	skeet	sket
chybí hrana	skennovací	skenovací
chybí hrana	skennovanost	skenovanost
chybí hrana	skennovaný	skenovaný
chybí hrana	skennovaně	skenovaně
chybí hrana	skennovat	skenovat
chybí hrana	skennovatelnost	skenovatelnost
chybí hrana	skennovatelný	skenovatelný
chybí hrana	skennovatelně	skenovatelně
chybí hrana	skennování	skenování
chybí hrana	skennovávací	skenovávací
chybí hrana	skennovávající	skenovávající
chybí hrana	skennovávanost	skenovávanost
chybí hrana	skennovávaný	skenovávaný
chybí hrana	skennovávaně	skenovávaně
chybí hrana	skennovávat	skenovávat
chybí hrana	skennovávatelnost	skenovávatelnost
chybí hrana	skennovávatelný	skenovávatelný
chybí hrana	skennovávatelně	skenovávatelně
chybí hrana	skennovávání	skenovávání
chybí hrana	skennující	skenující
chybí hrana	skikrossař	skikrosař
chybí hrana	skikrossařka	skikrosařka
chybí hrana	skikrossařčin	skikrosařčin
chybí hrana	skikrossařův	skikrosařův
chybí hrana	sklennost	sklenost
chybí hrana	sklenný	sklený
chybí hrana	sklenně	skleně
chybí hrana	směnnost	směnost
chybí hrana	směnný	směný
chybí hrana	směnně	směně
chybí hrana	sonnar	sonar
chybí hrana	squatterka	squaterka
chybí hrana	squatterčin	squaterčin
chybí hrana	ssuť	suť
chybí hrana	staffordšírskost	stafordšírskost
chybí hrana	staffordšírsky	stafordšírsky
chybí hrana	staffordšírský	stafordšírský
chybí hrana	stressovost	stresovost
chybí hrana	stressově	stresově
chybí hrana	stripping	striping
chybí hrana	sturmbannführer	sturmbanführer
chybí hrana	sturmbannführerův	sturmbanführerův
chybí hrana	summmit	summit
chybí hrana	surrrealizmus	surrealizmus
chybí hrana	synallagmaticky	synalagmaticky
chybí hrana	tallovost	talovost
chybí hrana	tallový	talový
chybí hrana	tellurium	telurium
chybí hrana	tichooceánskost	tichoceánskost
chybí hrana	tichooceánsky	tichoceánsky
chybí hrana	tichooceánský	tichoceánský
chybí hrana	trapp	trap
chybí hrana	trapper	traper
chybí hrana	trapperův	traperův
chybí hrana	trojklanně	trojklaně
chybí hrana	ttyp	typ
chybí hrana	třídenní	třídení
chybí hrana	uběhliččin	uběhličin
chybí hrana	uuditelnost	uditelnost
chybí hrana	uuditelný	uditelný
chybí hrana	uuditelně	uditelně
chybí hrana	uupdatovací	updatovací
chybí hrana	uupdatovanost	updatovanost
chybí hrana	uupdatovaný	updatovaný
chybí hrana	uupdatovaně	updatovaně
chybí hrana	uupdatovatelnost	updatovatelnost
chybí hrana	uupdatovatelný	updatovatelný
chybí hrana	uupdatovatelně	updatovatelně
chybí hrana	uupdatování	updatování
chybí hrana	uupdatovávací	updatovávací
chybí hrana	uupdatovávající	updatovávající
chybí hrana	uupdatovávanost	updatovávanost
chybí hrana	uupdatovávaný	updatovávaný
chybí hrana	uupdatovávaně	updatovávaně
chybí hrana	uupdatovávat	updatovávat
chybí hrana	uupdatovávatelnost	updatovávatelnost
chybí hrana	uupdatovávatelný	updatovávatelný
chybí hrana	uupdatovávatelně	updatovávatelně
chybí hrana	uupdatovávání	updatovávání
chybí hrana	uuzenost	uzenost
chybí hrana	uuzení	uzení
chybí hrana	uuzený	uzený
chybí hrana	uuzeně	uzeně
chybí hrana	varhaniččin	varhaničin
chybí hrana	viindikace	vindikace
chybí hrana	viindikační	vindikační
chybí hrana	viindikačně	vindikačně
chybí hrana	vrabčiččin	vrabčičin
chybí hrana	vyscannovací	vyscanovací
chybí hrana	vyscannovanost	vyscanovanost
chybí hrana	vyscannovatelnost	vyscanovatelnost
chybí hrana	vyscannovavší	vyscanovavší
chybí hrana	vyscannování	vyscanování
chybí hrana	vyscannovávanost	vyscanovávanost
chybí hrana	vyskannovací	vyskanovací
chybí hrana	vyskannovanost	vyskanovanost
chybí hrana	vyskannovaný	vyskanovaný
chybí hrana	vyskannovaně	vyskanovaně
chybí hrana	vyskannovat	vyskanovat
chybí hrana	vyskannovatelnost	vyskanovatelnost
chybí hrana	vyskannovatelný	vyskanovatelný
chybí hrana	vyskannovatelně	vyskanovatelně
chybí hrana	vyskannovavší	vyskanovavší
chybí hrana	vyskannování	vyskanování
chybí hrana	vyskannovávací	vyskanovávací
chybí hrana	vyskannovávající	vyskanovávající
chybí hrana	vyskannovávanost	vyskanovávanost
chybí hrana	vyskannovávaný	vyskanovávaný
chybí hrana	vyskannovávaně	vyskanovávaně
chybí hrana	vyskannovávat	vyskanovávat
chybí hrana	vyskannovávatelnost	vyskanovávatelnost
chybí hrana	vyskannovávatelný	vyskanovávatelný
chybí hrana	vyskannovávatelně	vyskanovávatelně
chybí hrana	vyskannovávání	vyskanovávání
chybí hrana	vyskennovací	vyskenovací
chybí hrana	vyskennovanost	vyskenovanost
chybí hrana	vyskennovaný	vyskenovaný
chybí hrana	vyskennovaně	vyskenovaně
chybí hrana	vyskennovat	vyskenovat
chybí hrana	vyskennovatelnost	vyskenovatelnost
chybí hrana	vyskennovatelný	vyskenovatelný
chybí hrana	vyskennovatelně	vyskenovatelně
chybí hrana	vyskennovavší	vyskenovavší
chybí hrana	vyskennování	vyskenování
chybí hrana	vyskennovávací	vyskenovávací
chybí hrana	vyskennovávající	vyskenovávající
chybí hrana	vyskennovávanost	vyskenovávanost
chybí hrana	vyskennovávaný	vyskenovávaný
chybí hrana	vyskennovávaně	vyskenovávaně
chybí hrana	vyskennovávat	vyskenovávat
chybí hrana	vyskennovávatelnost	vyskenovávatelnost
chybí hrana	vyskennovávatelný	vyskenovávatelný
chybí hrana	vyskennovávatelně	vyskenovávatelně
chybí hrana	vyskennovávání	vyskenovávání
chybí hrana	vyssávací	vysávací
chybí hrana	vyssávající	vysávající
chybí hrana	vyssávanost	vysávanost
chybí hrana	vyssávat	vysávat
chybí hrana	vyssávatelnost	vysávatelnost
chybí hrana	vyssávatelný	vysávatelný
chybí hrana	vyssávatelně	vysávatelně
chybí hrana	vyssávání	vysávání
chybí hrana	vyssávávací	vysávávací
chybí hrana	vyssávávající	vysávávající
chybí hrana	vyssávávaný	vysávávaný
chybí hrana	vyssávávaně	vysávávaně
chybí hrana	vyssávávat	vysávávat
chybí hrana	vyssávávatelný	vysávávatelný
chybí hrana	vyssávávatelně	vysávávatelně
chybí hrana	vyssávávání	vysávávání
chybí hrana	výslunní	výsluní
chybí hrana	yetti	yeti
chybí hrana	zaadministrovací	zadministrovací
chybí hrana	zaadministrovanost	zadministrovanost
chybí hrana	zaadministrovaný	zadministrovaný
chybí hrana	zaadministrovaně	zadministrovaně
chybí hrana	zaadministrovat	zadministrovat
chybí hrana	zaadministrovatelnost	zadministrovatelnost
chybí hrana	zaadministrovatelný	zadministrovatelný
chybí hrana	zaadministrovatelně	zadministrovatelně
chybí hrana	zaadministrovavší	zadministrovavší
chybí hrana	zaadministrování	zadministrování
chybí hrana	zaadministrovávací	zadministrovávací
chybí hrana	zaadministrovávající	zadministrovávající
chybí hrana	zaadministrovávanost	zadministrovávanost
chybí hrana	zaadministrovávaný	zadministrovávaný
chybí hrana	zaadministrovávaně	zadministrovávaně
chybí hrana	zaadministrovávat	zadministrovávat
chybí hrana	zaadministrovávatelnost	zadministrovávatelnost
chybí hrana	zaadministrovávatelný	zadministrovávatelný
chybí hrana	zaadministrovávatelně	zadministrovávatelně
chybí hrana	zaadministrovávání	zadministrovávání
chybí hrana	zaagitovací	zagitovací
chybí hrana	zaagitovanost	zagitovanost
chybí hrana	zaagitovaný	zagitovaný
chybí hrana	zaagitovaně	zagitovaně
chybí hrana	zaagitovat	zagitovat
chybí hrana	zaagitovatelnost	zagitovatelnost
chybí hrana	zaagitovatelný	zagitovatelný
chybí hrana	zaagitovatelně	zagitovatelně
chybí hrana	zaagitovavší	zagitovavší
chybí hrana	zaagitování	zagitování
chybí hrana	zaagitovávací	zagitovávací
chybí hrana	zaagitovávající	zagitovávající
chybí hrana	zaagitovávanost	zagitovávanost
chybí hrana	zaagitovávaný	zagitovávaný
chybí hrana	zaagitovávaně	zagitovávaně
chybí hrana	zaagitovávat	zagitovávat
chybí hrana	zaagitovávatelnost	zagitovávatelnost
chybí hrana	zaagitovávatelný	zagitovávatelný
chybí hrana	zaagitovávatelně	zagitovávatelně
chybí hrana	zaagitovávání	zagitovávání
chybí hrana	zaagregovací	zagregovací
chybí hrana	zaagregovanost	zagregovanost
chybí hrana	zaagregovaný	zagregovaný
chybí hrana	zaagregovaně	zagregovaně
chybí hrana	zaagregovat	zagregovat
chybí hrana	zaagregovatelnost	zagregovatelnost
chybí hrana	zaagregovatelný	zagregovatelný
chybí hrana	zaagregovatelně	zagregovatelně
chybí hrana	zaagregovavší	zagregovavší
chybí hrana	zaagregování	zagregování
chybí hrana	zaagregovávací	zagregovávací
chybí hrana	zaagregovávající	zagregovávající
chybí hrana	zaagregovávanost	zagregovávanost
chybí hrana	zaagregovávaný	zagregovávaný
chybí hrana	zaagregovávaně	zagregovávaně
chybí hrana	zaagregovávat	zagregovávat
chybí hrana	zaagregovávatelnost	zagregovávatelnost
chybí hrana	zaagregovávatelný	zagregovávatelný
chybí hrana	zaagregovávatelně	zagregovávatelně
chybí hrana	zaagregovávání	zagregovávání
chybí hrana	zaalgoritmizovací	zalgoritmizovací
chybí hrana	zaalgoritmizovanost	zalgoritmizovanost
chybí hrana	zaalgoritmizovaný	zalgoritmizovaný
chybí hrana	zaalgoritmizovaně	zalgoritmizovaně
chybí hrana	zaalgoritmizovat	zalgoritmizovat
chybí hrana	zaalgoritmizovatelnost	zalgoritmizovatelnost
chybí hrana	zaalgoritmizovatelný	zalgoritmizovatelný
chybí hrana	zaalgoritmizovatelně	zalgoritmizovatelně
chybí hrana	zaalgoritmizování	zalgoritmizování
chybí hrana	zaalgoritmizovávací	zalgoritmizovávací
chybí hrana	zaalgoritmizovávající	zalgoritmizovávající
chybí hrana	zaalgoritmizovávanost	zalgoritmizovávanost
chybí hrana	zaalgoritmizovávaný	zalgoritmizovávaný
chybí hrana	zaalgoritmizovávaně	zalgoritmizovávaně
chybí hrana	zaalgoritmizovávat	zalgoritmizovávat
chybí hrana	zaalgoritmizovávatelnost	zalgoritmizovávatelnost
chybí hrana	zaalgoritmizovávatelný	zalgoritmizovávatelný
chybí hrana	zaalgoritmizovávatelně	zalgoritmizovávatelně
chybí hrana	zaalgoritmizovávání	zalgoritmizovávání
chybí hrana	zaangažovací	zangažovací
chybí hrana	zaangažovanost	zangažovanost
chybí hrana	zaangažovaný	zangažovaný
chybí hrana	zaangažovaně	zangažovaně
chybí hrana	zaangažovat	zangažovat
chybí hrana	zaangažovatelnost	zangažovatelnost
chybí hrana	zaangažovatelný	zangažovatelný
chybí hrana	zaangažovatelně	zangažovatelně
chybí hrana	zaangažovavší	zangažovavší
chybí hrana	zaangažování	zangažování
chybí hrana	zaangažovávací	zangažovávací
chybí hrana	zaangažovávající	zangažovávající
chybí hrana	zaangažovávanost	zangažovávanost
chybí hrana	zaangažovávaný	zangažovávaný
chybí hrana	zaangažovávaně	zangažovávaně
chybí hrana	zaangažovávat	zangažovávat
chybí hrana	zaangažovávatelnost	zangažovávatelnost
chybí hrana	zaangažovávatelný	zangažovávatelný
chybí hrana	zaangažovávatelně	zangažovávatelně
chybí hrana	zaangažovávání	zangažovávání
chybí hrana	zaarchaisovací	zarchaisovací
chybí hrana	zaarchaisovanost	zarchaisovanost
chybí hrana	zaarchaisovaný	zarchaisovaný
chybí hrana	zaarchaisovaně	zarchaisovaně
chybí hrana	zaarchaisovat	zarchaisovat
chybí hrana	zaarchaisovatelnost	zarchaisovatelnost
chybí hrana	zaarchaisovatelný	zarchaisovatelný
chybí hrana	zaarchaisovatelně	zarchaisovatelně
chybí hrana	zaarchaisovavší	zarchaisovavší
chybí hrana	zaarchaisování	zarchaisování
chybí hrana	zaarchaisovávací	zarchaisovávací
chybí hrana	zaarchaisovávající	zarchaisovávající
chybí hrana	zaarchaisovávanost	zarchaisovávanost
chybí hrana	zaarchaisovávaný	zarchaisovávaný
chybí hrana	zaarchaisovávaně	zarchaisovávaně
chybí hrana	zaarchaisovávat	zarchaisovávat
chybí hrana	zaarchaisovávatelnost	zarchaisovávatelnost
chybí hrana	zaarchaisovávatelný	zarchaisovávatelný
chybí hrana	zaarchaisovávatelně	zarchaisovávatelně
chybí hrana	zaarchaisovávání	zarchaisovávání
chybí hrana	zaarchaizovací	zarchaizovací
chybí hrana	zaarchaizovanost	zarchaizovanost
chybí hrana	zaarchaizovaný	zarchaizovaný
chybí hrana	zaarchaizovaně	zarchaizovaně
chybí hrana	zaarchaizovat	zarchaizovat
chybí hrana	zaarchaizovatelnost	zarchaizovatelnost
chybí hrana	zaarchaizovatelný	zarchaizovatelný
chybí hrana	zaarchaizovatelně	zarchaizovatelně
chybí hrana	zaarchaizovavší	zarchaizovavší
chybí hrana	zaarchaizování	zarchaizování
chybí hrana	zaarchaizovávací	zarchaizovávací
chybí hrana	zaarchaizovávající	zarchaizovávající
chybí hrana	zaarchaizovávanost	zarchaizovávanost
chybí hrana	zaarchaizovávaný	zarchaizovávaný
chybí hrana	zaarchaizovávaně	zarchaizovávaně
chybí hrana	zaarchaizovávat	zarchaizovávat
chybí hrana	zaarchaizovávatelnost	zarchaizovávatelnost
chybí hrana	zaarchaizovávatelný	zarchaizovávatelný
chybí hrana	zaarchaizovávatelně	zarchaizovávatelně
chybí hrana	zaarchaizovávání	zarchaizovávání
chybí hrana	zaarchivovací	zarchivovací
chybí hrana	zaarchivovanost	zarchivovanost
chybí hrana	zaarchivovaný	zarchivovaný
chybí hrana	zaarchivovaně	zarchivovaně
chybí hrana	zaarchivovat	zarchivovat
chybí hrana	zaarchivovatelnost	zarchivovatelnost
chybí hrana	zaarchivovatelný	zarchivovatelný
chybí hrana	zaarchivovatelně	zarchivovatelně
chybí hrana	zaarchivovavší	zarchivovavší
chybí hrana	zaarchivování	zarchivování
chybí hrana	zaarchivovávací	zarchivovávací
chybí hrana	zaarchivovávající	zarchivovávající
chybí hrana	zaarchivovávanost	zarchivovávanost
chybí hrana	zaarchivovávaný	zarchivovávaný
chybí hrana	zaarchivovávaně	zarchivovávaně
chybí hrana	zaarchivovávat	zarchivovávat
chybí hrana	zaarchivovávatelnost	zarchivovávatelnost
chybí hrana	zaarchivovávatelný	zarchivovávatelný
chybí hrana	zaarchivovávatelně	zarchivovávatelně
chybí hrana	zaarchivovávání	zarchivovávání
chybí hrana	zahradniččin	zahradničin
chybí hrana	zenbuddhismus	zenbudhismus
chybí hrana	zenbuddhistův	zenbudhistův
chybí hrana	zenbuddhizmus	zenbudhizmus
chybí hrana	zesteronásobnnit	zesteronásobnit
chybí hrana	zoologickost	zologickost
chybí hrana	zoologicky	zologicky
chybí hrana	zvoniččin	zvoničin
chybí hrana	záhumenní	záhumení
chybí hrana	Čurilla	Čurila
chybí hrana	Čutta	Čuta
chybí hrana	Čuttův	Čutův
chybí hrana	čtvrtvlnnost	čtvrtvlnost
chybí hrana	čtvrtvlnně	čtvrtvlně
chybí hrana	řeholniččin	řeholničin
chybí hrana	řemenní	řemení
chybí hrana	Šaffařík	Šafařík
chybí hrana	Šaffaříkův	Šafaříkův
chybí hrana	Šaffer	Šafer
chybí hrana	Šafferův	Šaferův
chybí hrana	Šaffková	Šafková
chybí hrana	Šallerová	Šalerová
chybí hrana	Šally	Šaly
chybí hrana	Šebestůův	Šebestův
chybí hrana	Šeffl	Šefl
chybí hrana	Šefflová	Šeflová
chybí hrana	Šefflův	Šeflův
chybí hrana	Šeriff	Šerif
chybí hrana	Šiffer	Šifer
chybí hrana	Šifferův	Šiferův
chybí hrana	Šiffner	Šifner
chybí hrana	Šiffnerová	Šifnerová
chybí hrana	Šiffnerův	Šifnerův
chybí hrana	Šiller	Šiler
chybí hrana	Šillerová	Šilerová
chybí hrana	Šillerův	Šilerův
chybí hrana	Šimmerův	Šimerův
chybí hrana	Šitta	Šita
chybí hrana	Šittler	Šitler
chybí hrana	Šittlerův	Šitlerův
chybí hrana	Šittner	Šitner
chybí hrana	Šittnerův	Šitnerův
chybí hrana	Šittův	Šitův
chybí hrana	Šmitt	Šmit
chybí hrana	Šmittův	Šmitův
chybí hrana	Šollar	Šolar
chybí hrana	Šollarová	Šolarová
chybí hrana	Šollarův	Šolarův
chybí hrana	Šolle	Šole
chybí hrana	Šolleová	Šoleová
chybí hrana	Šoller	Šoler
chybí hrana	Šollerův	Šolerův
chybí hrana	Šollová	Šolová
chybí hrana	Šottnerová	Šotnerová
chybí hrana	Šottová	Šotová
chybí hrana	Šottův	Šotův
chybí hrana	Špillar	Špilar
chybí hrana	Špillarův	Špilarův
chybí hrana	Špiller	Špiler
chybí hrana	Špillerův	Špilerův
chybí hrana	Špitt	Špit
chybí hrana	Špittová	Špitová
chybí hrana	Špittův	Špitův
chybí hrana	Štaffa	Štafa
chybí hrana	Štaffův	Štafův
chybí hrana	Šteffanová	Štefanová
chybí hrana	Šteffl	Štefl
chybí hrana	Štefflová	Šteflová
chybí hrana	Štefflův	Šteflův
chybí hrana	Štiller	Štiler
chybí hrana	Štillerův	Štilerův
chybí hrana	Štillip	Štilip
chybí hrana	Štillipův	Štilipův
chybí hrana	Štiss	Štis
chybí hrana	Štissův	Štisův
chybí hrana	Štoffan	Štofan
chybí hrana	Štoffanův	Štofanův
chybí hrana	Štoll	Štol
chybí hrana	Štollův	Štolův
chybí hrana	Štrauss	Štraus
chybí hrana	Štraussův	Štrausův
chybí hrana	Štross	Štros
chybí hrana	Štrossův	Štrosův
chybí hrana	Štrupplová	Štruplová
chybí hrana	Šulla	Šula
chybí hrana	Šullův	Šulův
chybí hrana	Šuppler	Šupler
chybí hrana	Šupplerův	Šuplerův
chybí hrana	Ščennikov	Ščenikov
chybí hrana	Ščennikovův	Ščenikovův
chybí hrana	šlechtiččin	šlechtičin
*
*rodičem v tomto vztahu je slovo obsahující zdvojené písmeno
*hrana	otec	syn
hrana	Abbas	Abas
hrana	Abbasová	Abasová
hrana	Abbasův	Abasův
hrana	Abdullah	Abdulah
hrana	Abdullahův	Abdulahův
hrana	Abell	Abel
hrana	Achilles	Achiles
hrana	Achillův	Achilův
hrana	Anderssen	Andersen
hrana	Anderssenův	Andersenův
hrana	Andorra	Andora
hrana	Antilly	Antily
hrana	Assad	Asad
hrana	Assadův	Asadův
hrana	Attika	Atika
hrana	Bastilla	Bastila
hrana	Beckett	Becket
hrana	Benetton	Beneton
hrana	Benneton	Beneton
hrana	Bergsson	Bergson
hrana	Bergssonův	Bergsonův
hrana	Bessarábie	Besarábie
hrana	Blattná	Blatná
hrana	Blattný	Blatný
hrana	Botticelli	Boticelli
hrana	Brussel	Brusel
hrana	Churchill	Churchil
hrana	Correy	Corey
hrana	Dallí	Dalí
hrana	Dessava	Desava
hrana	Drassenhofen	Drasenhofen
hrana	Eliott	Eliot
hrana	Elliot	Eliot
hrana	Elliotová	Eliotová
hrana	Elliottův	Eliottův
hrana	Flemming	Fleming
hrana	Flemmingová	Flemingová
hrana	Flemmingův	Flemingův
hrana	Gisselle	Giselle
hrana	Giulietta	Giulieta
hrana	Giuliettin	Giulietin
hrana	Gomorra	Gomora
hrana	Gotthard	Gothard
hrana	Gotthardův	Gothardův
hrana	Grossman	Grosman
hrana	Grossmanová	Grosmanová
hrana	Grossmanův	Grosmanův
hrana	Guadallajara	Guadalajara
hrana	Göllheim	Gölheim
hrana	Hannibal	Hanibal
hrana	Hannibalův	Hanibalův
hrana	Haussmann	Hausmann
hrana	Haussmannová	Hausmannová
hrana	Haussmannův	Hausmannův
hrana	Hellada	Helada
hrana	Hellas	Helas
hrana	Herrmann	Hermann
hrana	Herrmannová	Hermannová
hrana	Herrmannův	Hermannův
hrana	Hessensko	Hesensko
hrana	Hottentot	Hotentot
hrana	Illyr	Ilyr
hrana	Illyrův	Ilyrův
hrana	Jassem	Jasem
hrana	Jassemův	Jasemův
hrana	Kallithea	Kalithea
hrana	Knesset	Kneset
hrana	Lillehammer	Lillehamer
hrana	Loretta	Loreta
hrana	Manilla	Manila
hrana	Marokko	Maroko
hrana	Massaccio	Masaccio
hrana	Massacciův	Masacciův
hrana	Massachussetts	Massachusetts
hrana	Mitterrand	Mitterand
hrana	Mitterrandův	Mitterandův
hrana	Navarra	Navara
hrana	Norrman	Norman
hrana	Norrmanův	Normanův
hrana	Passolini	Pasolini
hrana	Pissarro	Pissaro
hrana	Puccinni	Puccini
hrana	Pyrrhón	Pyrhón
hrana	Pyrrhónův	Pyrhónův
hrana	Raffael	Rafael
hrana	Raffaelův	Rafaelův
hrana	Riccard	Ricard
hrana	Riccardův	Ricardův
hrana	Rottenburg	Rotenburg
hrana	Scarlett	Scarlet
hrana	Schelling	Scheling
hrana	Schellingův	Schelingův
hrana	Sibylla	Sibyla
hrana	Sorrento	Sorento
hrana	Tallin	Talin
hrana	Teleexpress	Teleexpres
hrana	Uppsalla	Uppsala
hrana	Violleta	Violeta
hrana	Violletin	Violetin
hrana	Wattson	Watson
hrana	Wattsonův	Watsonův
hrana	Württembersko	Würtembersko
hrana	allantois	alantois
hrana	allegro	alegro
hrana	allelopatie	alelopatie
hrana	allgavskost	algavskost
hrana	allgavsky	algavsky
hrana	allgavský	algavský
hrana	allogenní	alogenní
hrana	allogenně	alogenně
hrana	allometrie	alometrie
hrana	allopatrickost	alopatrickost
hrana	allopatricky	alopatricky
hrana	allopatrický	alopatrický
hrana	antillskost	antilskost
hrana	antillsky	antilsky
hrana	antillský	antilský
hrana	antofyllit	antofylit
hrana	apollinskost	apolinskost
hrana	apollinsky	apolinsky
hrana	apollinský	apolinský
hrana	apport	aport
hrana	arrest	arest
hrana	arteriitida	arteritida
hrana	assembler	asembler
hrana	assesor	asesor
hrana	assesorův	asesorův
hrana	assignace	asignace
hrana	assimilovací	asimilovací
hrana	assimilovanost	asimilovanost
hrana	assimilovaný	asimilovaný
hrana	assimilovaně	asimilovaně
hrana	assimilovat	asimilovat
hrana	assimilovatelnost	asimilovatelnost
hrana	assimilovatelný	asimilovatelný
hrana	assimilovatelně	asimilovatelně
hrana	assimilování	asimilování
hrana	assimilovávací	asimilovávací
hrana	assimilovávající	asimilovávající
hrana	assimilovávanost	asimilovávanost
hrana	assimilovávaný	asimilovávaný
hrana	assimilovávaně	asimilovávaně
hrana	assimilovávat	asimilovávat
hrana	assimilovávatelnost	asimilovávatelnost
hrana	assimilovávatelný	asimilovávatelný
hrana	assimilovávatelně	asimilovávatelně
hrana	assimilovávání	asimilovávání
hrana	assimilující	asimilující
hrana	attickost	atickost
